CS	CS.size	CS.nlog10minp	CS.purity	CS.SNP	CS.tags
CS:EUR-1-4-1	4	12.909309811423082	0.9485796980106451	rs1123571,rs903911,rs6685829,rs6693447	rs6698680
CS:EUR-1-35-1	3	19.402809122669	0.9740756446396355	rs1497406,rs36086195,rs924204	
CS:EUR-1-35-2	1	17.149386424931127	1	rs75907879	
CS:EUR-1-40-1	8	10.703718579997933	0.9855103329563847	rs2992735,rs1360915,rs2992763,rs2992762,rs1360919,rs2992757,rs2992755,rs2992752	rs3007733,rs1360916,rs1316327,rs2992732,rs3007734,rs2992764,rs2992761,rs2992753,rs3007718
CS:EUR-1-48-1	3	13.57005233035642	0.9501174644651106	rs1767147,rs534417,rs7551124	rs1198433,rs946269,rs685059,rs10917383
CS:EUR-1-48-2	7	12.147468765107488	0.8911434614857084	rs218341,rs67238799,rs80295797,rs7548692,rs7543975,rs11578046,rs488438	rs4620508,rs55764475,rs12036324,rs66592286,rs10799788,rs7555529,rs6680974,rs2235548,rs2143156
CS:EUR-1-48-3	1	6.623883919832926	1	rs16828576	
CS:EUR-1-51-1	13	68.99849316125733	0.9923904767114721	rs6699896,rs9438905,rs35345536,rs35148262,rs10903129,rs75263923,rs34054126,rs34397925,rs61775192,rs35243054,rs11538134,rs34491689,rs61775208	rs7541095,rs4649086,rs7519530,rs1534954,rs12027135,rs7548114,rs7532783,rs6661533,rs12027110,rs11802413,rs4233043,rs9438909,rs11249250,rs10903130,rs11249251,rs34997029,rs34055966,rs35109971,rs35497030,rs61775174,rs35850196,rs34006994,rs36003018,rs35403885,rs35530120,rs34355819,rs35328183,rs34226190,rs35743255,rs35821610,rs61775191,rs68020227,rs34933589,rs66566426,rs61775193,rs67886319,rs34791230,rs34720549,rs34605785,rs61775206,rs61775184
CS:EUR-1-51-2	11	12.687129787796737	0.952880236538738	rs12096438,rs6701596,rs6661159,rs28969504,rs4075184,rs56214942,rs3856240,rs4523506,rs4603124,rs3924236,rs3924235	rs6687605,rs3856239,rs11799800,rs4400597,rs11563,rs7491
CS:EUR-1-52-1	1	65.1407155221496	1	rs114165349	
