pheno	chromosome	block	UKBB_nCS.EUR	GLGC_nCS.EUR	UKBB_in_GLGC.EUR	GLGC_in_UKBB.EUR	UKBB_nCS.AFR	GLGC_nCS.AFR	UKBB_in_GLGC.AFR	GLGC_in_UKBB.AFR	UKBB_nCS.EAS	GLGC_nCS.EAS	UKBB_in_GLGC.EAS	GLGC_in_UKBB.EAS
LDL	1	2	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	4	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	17	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	19	1	0	0	0	0	0	0	0	0	0	0	0
LDL	1	23	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	35	1	2	1	1	0	0	0	0	0	0	0	0
LDL	1	40	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	48	1	3	1	1	0	0	0	0	0	0	0	0
LDL	1	49	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	51	1	2	1	1	0	0	0	0	0	1	0	0
LDL	1	52	3	4	2	2	0	0	0	0	0	0	0	0
LDL	1	53	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	58	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	70	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	73	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	75	1	1	0	0	0	0	0	0	0	0	0	0
LDL	1	76	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	78	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	80	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	81	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	82	1	2	0	0	0	0	0	0	0	0	0	0
LDL	1	83	3	5	3	3	0	3	0	0	0	0	0	0
LDL	1	84	5	7	5	5	1	6	1	1	0	3	0	0
LDL	1	85	1	1	1	1	0	0	0	0	0	0	0	0
LDL	1	88	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	89	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	92	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	94	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	96	2	2	1	1	0	0	0	0	0	0	0	0
LDL	1	97	1	1	1	1	0	1	0	0	0	1	0	0
LDL	1	100	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	109	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	124	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	125	2	3	2	2	0	1	0	0	0	0	0	0
LDL	1	136	1	1	1	1	0	0	0	0	0	0	0	0
LDL	1	138	2	2	1	1	1	1	1	1	1	1	1	1
LDL	1	139	1	0	0	0	0	0	0	0	0	0	0	0
LDL	1	141	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	145	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	147	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	150	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	151	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	154	0	3	0	0	0	0	0	0	0	0	0	0
LDL	1	158	1	1	0	0	0	0	0	0	0	0	0	0
LDL	1	162	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	163	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	168	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	169	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	175	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	182	0	2	0	0	0	0	0	0	0	0	0	0
LDL	1	183	0	2	0	0	0	0	0	0	0	0	0	0
LDL	1	187	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	188	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	189	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	191	1	1	1	1	0	0	0	0	0	0	0	0
LDL	1	192	1	1	1	1	0	0	0	0	0	0	0	0
LDL	1	201	0	2	0	0	0	0	0	0	0	2	0	0
LDL	1	202	0	1	0	0	0	0	0	0	0	0	0	0
