CS	CS.size	CS.nlog10minp	CS.purity	CS.SNP	CS.tags
CS:EUR-1-1-1	35	5.6303293360348565	0.5098180257207063	rs13303278,rs34712273,rs3128111,rs2710880,rs2799060,rs1936360,rs2799056,rs4503294,rs3128116,rs57683598,rs2465140,rs13303313,rs3128117,rs1921,rs1891906,rs9331223,rs2465141,rs3128118,rs9442612,rs75267490,rs3109210,rs3121553,rs2799064,rs2001744,rs2710890,rs2710888,rs3121554,rs3128125,rs3128126,rs4970394,rs3121560,rs2710884,rs4970350,rs2465136,rs12401605	rs9442392,rs3121574,rs9778087,rs61766299,rs2341363,rs3121555,rs9442364
CS:EUR-1-2-1	36	7.253780455572569	0.5072209393291296	rs57260149,rs11466665,rs6667998,rs111987858,rs12060210,rs41307035,rs7524470,rs115807277,rs145877170,rs11260570,rs139183246,rs149960518,rs6667923,rs6668223,rs75189781,rs12068885,rs114964868,rs80025552,rs115307287,rs187261378,rs146421901,rs7519613,rs7519699,rs2229833,rs146086079,rs116119245,rs115765949,rs114814219,rs115928552,rs77293210,rs115464315,rs34054191,rs115771716,rs3813210,rs35424002,rs111315662	rs79893391,rs41307037,rs60397007,rs116082107,rs79797881,rs58785846,rs58352886,rs114345030,rs115137086,rs115231600,rs75855294,rs115554764,rs139532117,rs147007260,rs74950664,rs116639471,rs79596825,rs111883533,rs113543280,rs113231348
CS:EUR-1-4-1	26	8.238533142949903	0.5039570224955509	rs12410859,rs78665901,rs262670,rs262691,rs262687,rs380190,rs2503716,rs1692580,rs590367,rs263533,rs263532,rs377599,rs262680,rs696094,rs262679,rs1692584,rs263526,rs263535,rs260513,rs10910037,rs260508,rs12136830,rs12040414,rs4648626,rs4648628,rs12045693	rs12401379,rs55826501,rs1401138,rs427811,rs421992,rs385039,rs809912,rs262676,rs196127,rs262672,rs262671,rs262665,rs262657,rs262652,rs262651,rs414777,rs262639,rs626479,rs262688,rs10797416,rs4648818,rs12138597,rs12565796,rs4648627,rs10910036,rs7547453,rs60635488
CS:EUR-1-19-1	4	12.882954374611622	0.9713258994097727	rs17035646,rs880315,rs34071855,rs12046278	
CS:EUR-1-19-2	85	8.847859135456252	0.5149016720270367	rs667366,rs113630259,rs475549,rs528713,rs632690,rs649639,rs481571,rs524150,rs586223,rs1307485,rs643400,rs1750349,rs1307487,rs10746494,rs1203122,rs1188529,rs2781233,rs684016,rs685746,rs1152739,rs607941,rs663864,rs2781232,rs669701,rs12565133,rs587916,rs6540933,rs1188528,rs585870,rs673254,rs1188525,rs597438,rs596537,rs622623,rs636291,rs648324,rs662064,rs660725,rs585406,rs589400,rs683864,rs2506901,rs10864459,rs10864460,rs2506902,rs2781230,rs2186949,rs2847344,rs12073943,rs1755594,rs1755592,rs7543322,rs616488,rs616402,rs617728,rs602601,rs604814,rs589151,rs2506880,rs2480785,rs12129512,rs7419116,rs11584327,rs1411402,rs10779737,rs2483677,rs2056417,rs7548453,rs2026792,rs2506889,rs12375,rs2480777,rs2506892,rs2506896,rs11580264,rs2150038,rs12725704,rs67488812,rs17035305,rs12028449,rs12402967,rs11121587,rs34575776,rs4846235,rs112436634	rs666583,rs681495,rs520964,rs522029,rs649101,rs583515,rs1760664,rs2483684,rs643399,rs1760666,rs672606,rs10864458,rs655271,rs11121579,rs652771,rs668805,rs670666,rs1188526,rs648399,rs1632108,rs604369,rs2274985,rs17035189,rs9430149
CS:EUR-1-35-1	2	19.726711371643542	0.8116218709383828	rs76240114,rs75907879	
CS:EUR-1-35-2	21	20.840844314688145	0.6125362151980566	rs28629977,rs11588341,rs1497407,rs7519043,rs7538966,rs6688638,rs1497406,rs4661718,rs6679761,rs4233540,rs6677710,rs10907282,rs4537547,rs36086195,rs12078100,rs4661359,rs924204,rs6656611,rs6671165,rs6690317,rs221040	rs12057175,rs12057222,rs7538216,rs924203,rs9700627,rs221042,rs221043,rs221046,rs221048,rs221049,rs221050,rs170234
CS:EUR-1-35-3	37	3.2126952114589176	0.5184975023885127	rs10458447,rs6688051,rs61782190,rs2062592,rs4661344,rs10927870,rs6665768,rs2862747,rs612136,rs2492596,rs61782232,rs2235742,rs848203,rs848204,rs848208,rs848211,rs848213,rs848215,rs848216,rs698891,rs848190,rs848193,rs848200,rs1739812,rs1763632,rs864240,rs848303,rs848305,rs848307,rs1739823,rs12059258,rs1739834,rs56783248,rs3754331,rs3754329,rs41269165,rs59301753	rs2202045,rs6689074,rs12568613,rs7542781,rs1976400,rs1969065,rs10803402,rs7540404,rs6695698,rs10803404,rs2862748,rs988116,rs6701290,rs6429786,rs594906,rs643373,rs556290,rs12077944,rs6429787,rs2235740,rs60686777,rs2235744,rs12063905,rs616690,rs12079958,rs12406344,rs12406632,rs12078572,rs2235741,rs2235743,rs848201,rs848202,rs848206,rs61749277,rs848188,rs848191,rs848196,rs848198,rs848310,rs848295,rs848312,rs848313,rs7516754,rs1739814,rs1739815,rs1739816,rs2983120,rs9287283,rs1763630,rs861897,rs848298,rs848299,rs848300,rs1739817,rs1763627,rs848301,rs848304,rs848306,rs848308,rs1739818,rs1739819,rs733855,rs1763621,rs1763620,rs1739825,rs12057806,rs12096463,rs10927882,rs12095644,rs1739830,rs61783987,rs61783988,rs3738643,rs3738640
CS:EUR-1-40-1	10	9.192004264795578	0.9855103329563847	rs2992735,rs3007733,rs1360915,rs2992762,rs2992761,rs1360919,rs2992757,rs2992755,rs2992753,rs2992752	rs1360916,rs1316327,rs2992732,rs3007734,rs2992764,rs2992763,rs3007718
CS:EUR-1-48-1	14	35.1969588666817	0.8027808005814169	rs946267,rs1198439,rs1198430,rs1198433,rs1198434,rs1767148,rs2510072,rs1767147,rs534417,rs7551124,rs612177,rs2811975,rs487859,rs2742962	rs1198437,rs1198438,rs1198426,rs946268,rs1210852,rs1198431,rs1198432,rs946269,rs685059,rs10917383,rs909537
CS:EUR-1-48-2	27	12.897772330249914	0.5086802684139143	rs218341,rs6702719,rs67238799,rs80295797,rs7548692,rs6682560,rs7543975,rs1952527,rs17278869,rs11578046,rs1208932,rs75116335,rs2776819,rs6426786,rs1200993,rs2746553,rs488438,rs643492,rs2806558,rs2806563,rs72877294,rs75978447,rs1738469,rs55696148,rs654585,rs683052,rs623988	rs4620508,rs55764475,rs12036324,rs66592286,rs10799788,rs7555529,rs6680974,rs2235548,rs2143156,rs1123021,rs137993948,rs6426783,rs150266910,rs9426687,rs6676640,rs658508,rs2776822,rs856511,rs533778,rs1571466,rs11581670,rs2806561,rs1757041,rs1757048,rs11585968,rs7521341,rs1757047,rs681753,rs1757044,rs641032
CS:EUR-1-48-3	21	29.277480087428987	0.5631171597349592	rs2275355,rs72661446,rs71514235,rs61778860,rs61778878,rs55796501,rs55858312,rs7554117,rs61778888,rs1986133,rs61778890,rs6686497,rs61778891,rs12727881,rs4649093,rs56102770,rs61778894,rs6669033,rs61778895,rs61778897,rs2811965	rs4648892,rs55972836,rs4649090,rs61778877,rs61778880,rs61778887,rs1555024,rs12729418,rs10917386,rs2742967
CS:EUR-1-51-1	12	13.245388123062382	0.903570844698086	rs6687605,rs6701596,rs6661159,rs4075184,rs56214942,rs4400597,rs3924486,rs4523506,rs4603124,rs11563,rs3924236,rs3924235	rs12096438,rs3856239,rs11799800,rs3856240,rs7491
CS:EUR-1-51-2	22	74.9572948665409	0.9772835930544455	rs11249249,rs6699896,rs9438905,rs9438909,rs35345536,rs35148262,rs10903129,rs6699113,rs34933589,rs35346083,rs34054126,rs35109971,rs61775191,rs67886319,rs35225089,rs35343405,rs35243054,rs72660967,rs34491689,rs35886763,rs61775208,rs61775209	rs7541095,rs4649086,rs7519530,rs4233043,rs11249250,rs10903130,rs11249251,rs1534954,rs12027135,rs7548114,rs7532783,rs6661533,rs12027110,rs11802413,rs7554255,rs4649085,rs66566426,rs61775192,rs61775193,rs35189848,rs35614701,rs35065124,rs35589882,rs35497030,rs61775174,rs35850196,rs75263923,rs34055966,rs35932420,rs34006994,rs36003018,rs35403885,rs35530120,rs34355819,rs35328183,rs34226190,rs35743255,rs34397925,rs35821610,rs68020227,rs11538134,rs34791230,rs34720549,rs34605785,rs61775206,rs61775190,rs35945278,rs34997029,rs61775184
CS:EUR-1-52-1	4	37.0875831287313	0.9313702526180077	rs193084249,rs114165349,rs75460349,rs79598313	
CS:EUR-1-52-2	14	10.92398377129179	0.7971033031838312	rs35015532,rs17261915,rs7546017,rs6690055,rs12096239,rs2219320,rs35694742,rs71514273,rs12733867,rs12096570,rs112750178,rs737465,rs921893,rs2229712	rs71640328
CS:EUR-1-52-3	86	10.50789489804326	0.5008626042531737	rs11247851,rs55820521,rs12094933,rs4659405,rs6689407,rs1135253,rs1135251,rs6678074,rs4532825,rs11247852,rs12059101,rs2275950,rs2275949,rs3008425,rs1892496,rs2997447,rs41311276,rs2997446,rs3008223,rs3008224,rs3008225,rs3008430,rs3008429,rs61775414,rs61775415,rs76713804,rs61775417,rs61775418,rs3008226,rs61775419,rs12061827,rs60141220,rs9438610,rs7520344,rs11247854,rs3008420,rs3008419,rs3008417,rs3008233,rs3008414,rs3008234,rs61775425,rs3008413,rs3008235,rs61775427,rs61775428,rs55912918,rs2000403,rs12069719,rs12067677,rs61775432,rs61776569,rs2783675,rs61776571,rs2783711,rs2783713,rs61776573,rs61776574,rs61776575,rs2250730,rs74384164,rs2802314,rs72884782,rs2802346,rs2783635,rs61776584,rs61776586,rs2783637,rs12088601,rs61776592,rs17257107,rs17163588,rs2783670,rs2783622,rs61776621,rs12062488,rs1335759,rs868174,rs2802336,rs61776623,rs2802338,rs868551,rs1815518,rs56105196,rs12065916,rs1999729	rs1574368,rs1574369,rs1574367,rs1574366,rs12045468,rs7548333,rs2997445,rs17257086,rs61775416,rs61775422,rs3008231,rs3008232,rs3008418,rs3008415,rs61775430,rs61775431,rs12071062,rs55722280,rs72884739,rs61775433,rs2783639,rs1414419,rs1977675,rs55657303,rs2783640,rs2802312,rs61776576,rs2783712,rs60404932,rs17257120,rs2802329,rs2802330,rs61776577,rs112813126,rs72884784,rs56241003,rs17257093,rs72884792,rs61776582,rs55960411,rs61776585,rs17257100,rs56134135,rs57525480,rs56078964,rs56373219,rs59978831,rs17184884,rs55835803,rs17184891,rs17184898,rs17356867,rs75786059,rs17257113,rs72886619,rs61776594,rs61776596,rs72886625,rs55793616,rs61776618,rs55815920,rs2259849,rs2802337,rs2783683,rs61776624,rs11247859
CS:EUR-1-52-4	75	4.207363811725606	0.5028976277507592	rs734725,rs61551751,rs57778433,rs2504782,rs74061781,rs2504784,rs2504785,rs60245462,rs11548324,rs2251670,rs743043,rs74061798,rs2504775,rs2504776,rs7531313,rs3118947,rs3118948,rs17340677,rs6668823,rs77608177,rs9438570,rs58942471,rs111478493,rs9438519,rs115668188,rs74063828,rs9438524,rs79612109,rs6598885,rs111871083,rs113598208,rs77630149,rs112102359,rs3901294,rs9438584,rs7411886,rs74063832,rs7412540,rs7520660,rs4075400,rs4075401,rs9438585,rs9438528,rs116834855,rs7527243,rs138179068,rs9438529,rs9438587,rs72884643,rs74063836,rs59180873,rs6598886,rs74606343,rs72884651,rs72884654,rs7512595,rs58447148,rs17361679,rs17361686,rs72884687,rs6657099,rs58281724,rs113576177,rs17357586,rs113173951,rs112179924,rs72884695,rs17162040,rs72884702,rs6598888,rs6703312,rs12146138,rs113716316,rs3737803,rs3737801	rs111257457,rs74061784,rs2474283,rs2504762,rs2504763,rs2474288,rs2474290,rs2474291,rs2504767,rs2504769,rs2504770,rs2504771,rs2474294,rs57019711,rs9438571,rs9438569,rs6691276,rs74061800,rs17371357,rs80178704,rs2474303,rs9438572,rs2504764,rs2504768,rs9438514,rs2474304,rs74063812,rs9438520,rs9438521,rs9438577,rs6663718,rs9438523,rs9438581,rs9438527,rs113571009,rs7553791,rs74063834
CS:EUR-1-53-1	14	12.815808089231826	0.8897566973905586	rs6699701,rs7529792,rs57127818,rs11589329,rs7549174,rs12137817,rs6683268,rs11247738,rs546355,rs551355,rs72658347,rs11247748,rs560958,rs12144063	rs11247731,rs12406483,rs12139137,rs11247734,rs12140070,rs7521893,rs6674119,rs72658306,rs6674212,rs12119494,rs7541031,rs12130997,rs11247741,rs12144272,rs11584722,rs12406786,rs11247745,rs11247747,rs6691100,rs6671333,rs2275492,rs6684659,rs12144354,rs6671101,rs6674937,rs17185115,rs2815708,rs11247746,rs72658361,rs6687671,rs490149,rs521908,rs11247742,rs6661800,rs12144104
CS:EUR-1-58-1	2	8.228508852040974	0.9970372864558225	rs16835227,rs59669045	
CS:EUR-1-70-1	31	10.524372536054091	0.5112459266661169	rs74829317,rs75477142,rs6703339,rs7545597,rs4329504,rs74917632,rs113936928,rs34848020,rs7532807,rs74980881,rs12043492,rs7368120,rs4370759,rs12145908,rs10888613,rs4147756,rs999917,rs10888621,rs4660778,rs16825724,rs78058161,rs79649444,rs3901310,rs4661009,rs111716549,rs9787354,rs12141305,rs6665962,rs12135478,rs28887876,rs12142033	rs79737985,rs3934858,rs80076808,rs7529304,rs111311750,rs4660650,rs12133179,rs60452427,rs6662758,rs4147748,rs6670764,rs2013119,rs11205525,rs74927691,rs7548674,rs4147761,rs4147759,rs112137254,rs78268303,rs17500924,rs4147763,rs12133322,rs12143624,rs4147760,rs999918,rs4660779,rs12057539,rs77261278,rs79498537,rs11205546,rs79100354,rs877011,rs4660354,rs76695120,rs78882847,rs77403189,rs2147592,rs76940943
CS:EUR-1-74-1	79	5.4665410706657935	0.5026188499549642	rs7520981,rs7549876,rs3120047,rs3120124,rs1209384,rs3768046,rs6690243,rs4660729,rs1556580,rs3120044,rs3120122,rs1556581,rs2275180,rs1467808,rs1467809,rs2282226,rs3120276,rs2991990,rs1198982,rs1199039,rs12076751,rs1209702,rs1199038,rs839993,rs1749959,rs1199036,rs1760670,rs839995,rs72669002,rs839763,rs710251,rs652941,rs11587504,rs4141739,rs4141740,rs4141741,rs66559745,rs11172,rs839752,rs839754,rs839755,rs1004291,rs999288,rs839758,rs839760,rs710249,rs17573239,rs839769,rs839772,rs3001721,rs72671121,rs55663821,rs2842177,rs2782642,rs2782644,rs2782646,rs2842179,rs2782647,rs2842180,rs2782649,rs1572272,rs2027130,rs2255632,rs2842193,rs2782650,rs2251804,rs2842195,rs2782652,rs2262984,rs2842197,rs2782657,rs2105029,rs7413861,rs2105028,rs4660733,rs10789433,rs10732843,rs11210850,rs2992038	rs12058355,rs1760669,rs839996,rs839764,rs685756,rs839766,rs11210839,rs839759,rs839761,rs839773,rs9793186,rs839771,rs55935510,rs2782645,rs2782643,rs839768,rs839770,rs2152112,rs9793527,rs2782638,rs2842184,rs2992036,rs2251802,rs2039531,rs2782648,rs2494994,rs2842196,rs2842198
CS:EUR-1-74-2	82	5.399872156976017	0.5254795651410549	rs2031497,rs11210960,rs116623215,rs11210962,rs4660776,rs1969878,rs1408919,rs1408920,rs12048838,rs11210965,rs11801107,rs11810695,rs10890292,rs6690437,rs12068096,rs11210968,rs34337863,rs11210969,rs6662888,rs11581177,rs34527624,rs6678995,rs6678551,rs6681357,rs6675129,rs6429532,rs6677252,rs12091863,rs10127653,rs6664662,rs6700522,rs28713190,rs11210971,rs36058008,rs11588516,rs7548586,rs12060698,rs11576516,rs1291167,rs12079120,rs61768354,rs2786929,rs12741079,rs1291169,rs2799480,rs11589181,rs61768356,rs2799477,rs11578647,rs11590157,rs1778905,rs325171,rs10890295,rs459358,rs325161,rs325159,rs325156,rs325154,rs3853364,rs325145,rs12744636,rs61771077,rs11810872,rs226060,rs226064,rs172853,rs11580230,rs226065,rs226068,rs226069,rs12078192,rs547137,rs662942,rs11808597,rs226073,rs11576254,rs226075,rs226076,rs4660275,rs2020111,rs226081,rs3866639	rs6429648,rs7534642,rs34923089,rs7527487,rs11210961,rs11210963,rs4660775,rs10493117,rs10890288,rs10890290,rs10890291,rs11210964,rs1969877,rs12026859,rs12044434,rs6429649,rs7527999,rs1408921,rs12731185,rs7548997,rs34522797,rs34716757,rs12091399,rs11210972,rs34920502,rs12058835,rs12084386,rs11210973,rs2528640,rs2746085,rs325169,rs325168,rs75246,rs10890293,rs1778906,rs325164,rs34377852,rs7535745,rs11807069,rs35554553,rs2799475,rs7525929,rs11590589,rs6429535,rs6429536,rs11808967,rs34684685,rs4356094,rs1989951,rs34050681,rs61085808,rs16831923,rs12063694,rs61769062,rs1295803,rs325160,rs325153,rs226062,rs325152,rs325149,rs58287768,rs325143,rs161726,rs161725,rs161723,rs2524353,rs1291178,rs11580300
CS:EUR-1-75-1	4	11.460823470611192	0.8935067679308886	rs3219484,rs17853159,rs11586695,rs113046963	rs77506398
CS:EUR-1-75-2	10	9.071177719425396	0.6292182992034931	rs61789991,rs12402259,rs61784802,rs61783222,rs12403530,rs61785615,rs41302776,rs12407052,rs61782954,rs61782955	rs61783199,rs61782881,rs61782951
CS:EUR-1-76-1	68	6.561726355580257	0.5046106717126755	rs34560486,rs12758424,rs7540052,rs7540241,rs864489,rs7543829,rs145230871,rs4560983,rs837398,rs681840,rs668770,rs837395,rs4646482,rs2405335,rs1572603,rs1890251,rs45563134,rs12410657,rs4646486,rs4646487,rs11576162,rs4646493,rs3820080,rs3766197,rs3766196,rs3766195,rs11583378,rs12569216,rs60430993,rs72681939,rs3863632,rs11583922,rs11584320,rs7553652,rs2405336,rs17102644,rs11211386,rs61741519,rs12561900,rs9429103,rs6678639,rs3117715,rs2211012,rs3899430,rs12095130,rs4517299,rs28597732,rs11807217,rs6687264,rs60705719,rs4507958,rs10890426,rs67851981,rs12132488,rs11211402,rs11587251,rs67392104,rs4233506,rs1078311,rs1126742,rs4660980,rs9332998,rs3886078,rs57791728,rs57025390,rs68152659,rs11576656,rs4660983	rs7526033,rs632645,rs751027,rs4646492,rs2185032,rs1122582,rs11211369,rs55868139,rs12402717,rs67678353,rs1890249,rs1890246,rs12566735,rs11584834,rs148839121,rs4417002,rs2405337,rs11211387,rs11211384,rs6665009,rs11584591,rs6663730,rs6663731,rs6683138,rs6672252,rs10890427,rs11211401,rs4491016,rs4660979,rs3890010,rs111790575,rs11211403,rs6659505,rs12406866,rs4660975,rs12747495,rs11585982,rs11585983,rs1126743,rs4660978,rs3890011,rs28438640,rs2269232,rs11211394,rs12080585,rs9333029,rs9333027,rs7530935,rs11211408,rs1847229
CS:EUR-1-83-1	1	241.40865530567808	1	rs12747477	
CS:EUR-1-83-2	5	12.149864733310515	0.56437854941278	rs150957810,rs141143908,rs138850490,rs145391209,rs145075626	
CS:EUR-1-83-3	2	14.40681600285864	0.7950049224817337	rs559435458,rs555953510	
CS:EUR-1-83-4	22	14.231149912557704	0.6631655137860036	rs2433673,rs2059687,rs2059688,rs2500321,rs2433674,rs1863669,rs2500322,rs2098967,rs2433675,rs1015980,rs1035819,rs1035820,rs2433677,rs2500324,rs890576,rs2495515,rs2249497,rs2249491,rs2249484,rs2433678,rs2495513,rs2500338	rs2059689,rs2253476,rs2253467,rs2253466,rs2253465,rs1549564,rs2495518,rs1015979,rs2495516,rs1035818,rs2500323,rs2249490,rs1003768
CS:EUR-1-84-1	1	1012.9467448092468	1	rs11591147	
CS:EUR-1-84-2	1	201.857912882613	1	rs499883	
CS:EUR-1-84-3	2	263.9000531590242	0.9983269890396371	rs12117661,rs34232196	
CS:EUR-1-84-4	8	150.6600782763783	0.6191049124420416	rs2495491,rs7523141,rs7523242,rs7525649,rs2479404,rs2182833,rs10788994,rs17111503	rs2495489
CS:EUR-1-84-5	4	1.4887174553354745	0.8817863339942688	rs593398,rs488522,rs12138592,rs12130799	
CS:EUR-1-84-6	10	23.73477541646246	0.9278188119491102	rs11800231,rs11800243,rs11800265,rs45613943,rs58255540,rs41294825,rs45545732,rs7533186,rs11804420,rs11808052	
CS:EUR-1-84-7	9	90.80134790797392	0.9178061728070945	rs12067569,rs505151,rs56235208,rs72911441,rs61176209,rs57357765,rs17111688,rs1475701,rs2270690	rs56833376
CS:EUR-1-84-8	67	100.95668338832648	0.6238198696496521	rs7525407,rs533375,rs584626,rs585131,rs483462,rs602705,rs603247,rs631220,rs662145,rs597387,rs13312,rs78736316,rs654674,rs17410294,rs1752394,rs487230,rs683880,rs80104522,rs615652,rs658694,rs471178,rs145308120,rs621852,rs494622,rs625219,rs641995,rs1165236,rs1165237,rs77435420,rs10493179,rs76159863,rs12408725,rs1165227,rs1165228,rs112066023,rs75866762,rs1759497,rs1165222,rs76482715,rs11206521,rs66715571,rs67901567,rs12069079,rs75595726,rs60650458,rs6671533,rs6703366,rs72662510,rs34517956,rs72662516,rs112832037,rs67651313,rs112726989,rs1846213,rs10493180,rs7512894,rs7550296,rs7515740,rs10788997,rs3850857,rs6703881,rs3975733,rs3975734,rs2173355,rs2133111,rs3850859,rs6702363	rs534347,rs630431,rs540796,rs562556,rs516499,rs1179093,rs630853,rs580485,rs17410238,rs6694813,rs548852,rs555687,rs585203,rs594226,rs1475703,rs112683304,rs496449,rs497515,rs679804,rs644186,rs998154,rs11582881,rs11585666,rs113736330,rs17403634,rs17412236,rs80067423,rs6685041,rs12090229,rs6668777,rs12409699,rs56321924,rs72662519,rs67466448,rs6677576,rs6686219,rs6662564,rs111454779,rs113212818,rs17111725,rs67237321,rs6658849,rs6703677,rs10888905,rs3862241,rs12744008
CS:EUR-1-85-1	1	23.37162954095569	1	rs182475915	
CS:EUR-1-94-1	15	6.41501719849001	0.591601536436963	rs2474377,rs2499528,rs2474374,rs2474371,rs9436643,rs12039166,rs9436645,rs2024788,rs11207738,rs7543206,rs2257749,rs17122212,rs7551539,rs2207789,rs2261980	rs9436644
